,county,latitude_x,longitude_x,state,latitude_y,longitude_y,area[m^2],name,year,gentype,axis,azimuth[deg],tilt[deg],battery,capacity[MW]
194,Kern,35.369809,-118.941786,CA,34.876408,-118.353577,1760495,"Rabbitbrush Solar, LLC",2022,PV,single-axis,180.0,,batteries,100.0
195,Kern,35.369809,-118.941786,CA,34.843391,-118.531815,413074,"RE Gaskell West 4, LLC",2023,PV,single-axis,180.0,,,20.0
196,Kern,35.369809,-118.941786,CA,34.845879,-118.543358,84711,"RE Gaskell West 5, LLC",2018,PV,single-axis,180.0,,,20.0
197,Kern,35.369809,-118.941786,CA,34.836464,-118.147835,24842,City of Rosamond (CA),2023,PV,single-axis,0.0,,,1.0
198,Kern,35.369809,-118.941786,CA,34.910389,-118.391823,1833134,"Valentine Solar, LLC",2019,PV,single-axis,0.0,,,111.2
199,Kern,35.369809,-118.941786,CA,34.910454,-118.355103,3711258,"BigBeau Solar, LLC",2022,PV,single-axis,0.0,,batteries,128.0
200,Kern,35.369809,-118.941786,CA,34.829727,-118.441154,5326093,Solar Star 2,2015,PV,single-axis,0.0,0.0,,279.5
201,Kern,35.369809,-118.941786,CA,34.830528,-118.333725,2455254,"Willow Spring Solar, LLC",2019,PV,single-axis,90.0,,,100.0
202,Kern,35.369809,-118.941786,CA,35.692749,-119.989677,130218,Berrenda Mesa Water District,2022,PV,single-axis,90.0,52.0,,6.4
203,Kern,35.369809,-118.941786,CA,35.762638,-119.313553,78305,Kern Valley SP,2023,PV,single-axis,180.0,,,3.0
204,Kern,35.369809,-118.941786,CA,35.442169,-119.093262,16709,"Calibrant Bakersfield, LLC",2022,PV,single-axis,0.0,0.0,,1.3
205,Kern,35.369809,-118.941786,CA,35.081223,-119.318176,130124,Wheeler Ridge,2023,PV,single-axis,180.0,52.0,,4.5
206,Kern,35.369809,-118.941786,CA,35.013565,-118.18174,432557,"RE Columbia Two, LLC",2014,PV,single-axis,180.0,60.0,,15.0
207,Kern,35.369809,-118.941786,CA,35.023308,-118.172401,399686,"RE Camelot, LLC",2014,PV,single-axis,180.0,60.0,,45.0
208,Kern,35.369809,-118.941786,CA,35.02021,-118.125366,3165877,Edwards Sanborn S1,2021,PV,single-axis,180.0,,batteries,44.6
209,Kern,35.369809,-118.941786,CA,34.989754,-118.101585,512762,Edwards Sanborn S3,2022,PV,single-axis,180.0,,batteries,37.7
210,Kern,35.369809,-118.941786,CA,34.974834,-118.087578,2104867,Edwards Sanborn S4,2022,PV,single-axis,180.0,,batteries,41.2
211,Kern,35.369809,-118.941786,CA,34.963009,-118.103348,4644529,Edwards Sanborn E1A,2021,PV,single-axis,180.0,,batteries,149.3
212,Kern,35.369809,-118.941786,CA,34.939861,-118.135918,1596217,Edwards Sanborn E3,2021,PV,single-axis,180.0,,batteries,27.4
213,Kern,35.369809,-118.941786,CA,34.944317,-118.08728,3775074,Edwards Sanborn E2,2021,PV,single-axis,180.0,,batteries,137.8
214,Kern,35.369809,-118.941786,CA,34.830257,-118.392372,490247,"Solar Star California, XLI, LLC",2016,PV,single-axis,0.0,0.0,,54.0
215,Kern,35.369809,-118.941786,CA,34.840446,-118.391136,1273265,"Golden Fields Solar I, LLC",2016,PV,single-axis,0.0,0.0,,54.0
216,Kern,35.369809,-118.941786,CA,35.444,-119.186691,21008,Broadway 4 - Target Shafter,2018,PV,fixed-tilt,180.0,10.0,,1.6
217,Kern,35.369809,-118.941786,CA,34.832397,-118.28421,4731501,Raceway Solar & Storage,2024,PV,single-axis,180.0,0.0,batteries,125.0
218,Kern,35.369809,-118.941786,CA,35.049286,-119.18071,28287,"Renew Solar VMC, LLC",2023,PV,single-axis,180.0,,,1.4
219,Kern,35.369809,-118.941786,CA,35.261417,-119.147537,59527,"Sunny Cow Solar, LLC",2023,PV,single-axis,180.0,,,2.0
220,Kern,35.369809,-118.941786,CA,35.116745,-118.565895,172529,CA-DGS-California Correctional Inst,2024,PV,single-axis,180.0,0.0,,4.0
221,Kern,35.369809,-118.941786,CA,35.446873,-119.050209,54820,Amazon Bakersfield 1 Solar Project,2024,PV,fixed-tilt,180.0,0.0,batteries,4.3
222,Kern,35.369809,-118.941786,CA,35.000839,-118.898323,34138,"CTMW Solar, LLC",2024,PV,single-axis,180.0,0.0,,1.3
223,Kern,35.369809,-118.941786,CA,34.975288,-118.947296,47209,IKEA Tejon 345,2011,PV,single-axis,180.0,12.0,,1.5
224,Kern,35.369809,-118.941786,CA,35.418674,-119.149117,11247,Frontier HS Solar Project,2018,PV,single-axis,0.0,0.0,,1.4
225,Kern,35.369809,-118.941786,CA,35.594147,-119.403999,32017,DGS Wasco State Prison,2020,PV,fixed-tilt,180.0,7.0,,2.3
226,Kern,35.369809,-118.941786,CA,35.367172,-119.131134,10997,Liberty HS Solar Project,2018,PV,single-axis,0.0,0.0,,1.5
227,Kern,35.369809,-118.941786,CA,35.500565,-119.111,123305,"Laredo Detention Facility - Solar 2, 3",2021,PV,single-axis,180.0,10.0,,5.2
228,Kern,35.369809,-118.941786,CA,35.405571,-118.973175,37755,Bakersfield College Solar 01,2010,PV,single-axis,1.0,1.0,,1.1
229,Kern,35.369809,-118.941786,CA,35.776356,-119.884354,60535,Wonderful Kings,2022,PV,dual-axis,38.0,26.0,,3.5
230,Kern,35.369809,-118.941786,CA,34.985989,-118.904053,36593,"Blue Skies Solar, LLC",2021,PV,single-axis,0.0,52.0,,1.0
231,Kern,35.369809,-118.941786,CA,35.629776,-119.391029,36537,Wonderful Nursery,2021,PV,single-axis,26.0,26.0,,2.3
232,Kern,35.369809,-118.941786,CA,35.69595,-119.808472,30889,Lost Hills Oilfield,2021,PV,single-axis,180.0,0.0,,1.9
233,Kings,36.252657,-119.726922,CA,35.990852,-120.106659,186186,Avenal Park,2011,PV,fixed-tilt,180.0,25.0,,6.0
234,Kings,36.252657,-119.726922,CA,35.985184,-120.10141,510473,"Sun City Project, LLC",2011,PV,fixed-tilt,180.0,25.0,,20.0
235,Kings,36.252657,-119.726922,CA,36.163406,-119.650314,562406,Guernsey Solar Station,2013,PV,single-axis,90.0,0.0,,20.0
236,Kings,36.252657,-119.726922,CA,36.221313,-119.829948,678972,"RE Kansas South, LLC",2013,PV,single-axis,0.0,0.0,,20.0
237,Kings,36.252657,-119.726922,CA,36.142132,-119.572922,572356,Corcoran Solar,2013,PV,single-axis,0.0,0.0,,20.0
238,Kings,36.252657,-119.726922,CA,35.980694,-120.102348,694586,"Sand Drag, LLC",2011,PV,fixed-tilt,180.0,25.0,,19.0
239,Kings,36.252657,-119.726922,CA,36.141987,-119.581688,385978,Corcoran Solar 2,2015,PV,single-axis,0.0,0.0,,19.8
240,Kings,36.252657,-119.726922,CA,36.221973,-119.910355,612370,"RE Kent South, LLC",2014,PV,single-axis,180.0,45.0,,19.4
241,Kings,36.252657,-119.726922,CA,36.21822,-119.80423,2005790,Henrietta Solar Project,2016,PV,single-axis,90.0,,,102.0
242,Kings,36.252657,-119.726922,CA,36.240337,-119.915245,2965683,"RE Mustang, LLC",2016,PV,single-axis,0.0,0.0,batteries,100.0
243,Kings,36.252657,-119.726922,CA,35.996052,-120.151901,382739,CED Avenal,2017,PV,single-axis,0.0,0.0,,15.8
244,Kings,36.252657,-119.726922,CA,36.148209,-119.589127,449602,Corcoran Solar 3,2016,PV,single-axis,0.0,0.0,,21.2
245,Kings,36.252657,-119.726922,CA,36.129463,-119.541756,634193,"CID Solar, LLC",2014,PV,single-axis,180.0,45.0,,19.8
246,Kings,36.252657,-119.726922,CA,36.306671,-119.630287,53796,Hanford 1 and 2,2014,PV,fixed-tilt,180.0,20.0,,3.0
247,Kings,36.252657,-119.726922,CA,36.1362,-119.560555,386338,"Cottonwood Solar, LLC (City of Corcoran)",2015,PV,single-axis,180.0,45.0,,12.0
248,Kings,36.252657,-119.726922,CA,36.244427,-119.827988,639527,"RE Kansas Solar, LLC",2014,PV,single-axis,180.0,45.0,,20.0
249,Kings,36.252657,-119.726922,CA,36.058914,-119.945549,684929,Kettleman Solar-Centaurus,2015,PV,single-axis,180.0,,,20.0
250,Kings,36.252657,-119.726922,CA,36.140457,-119.566887,44918,CID Solar (CA),2019,PV,single-axis,180.0,,,2.0
251,Kings,36.252657,-119.726922,CA,36.257278,-119.797432,42208,Lemoore 1,2016,PV,single-axis,90.0,,,1.5
252,Kings,36.252657,-119.726922,CA,36.217781,-119.906784,49784,Westside Solar Power PV1,2016,PV,single-axis,180.0,0.0,,2.0
253,Kings,36.252657,-119.726922,CA,36.064465,-119.559029,46544,CDCR (CA)-Corcoran State Prison,2013,PV,single-axis,180.0,0.0,,5.0
254,Kings,36.252657,-119.726922,CA,36.24939,-119.90062,2474556,"American Kings Solar, LLC",2020,PV,single-axis,180.0,0.0,,128.0
255,Kings,36.252657,-119.726922,CA,36.193733,-119.904221,6584589,Aquamarine,2021,PV,single-axis,180.0,0.0,,250.0
256,Kings,36.252657,-119.726922,CA,36.212742,-119.893776,4353573,Mustang Two,2020,PV,single-axis,180.0,,,150.0
257,Kings,36.252657,-119.726922,CA,36.231571,-119.812042,282539,"Java Solar, LLC",2022,PV,single-axis,180.0,,,13.5
258,Kings,36.252657,-119.726922,CA,36.218998,-119.874229,7348313,Slate Hybrid,2021,PV,single-axis,180.0,0.0,batteries,50.5
259,Kings,36.252657,-119.726922,CA,36.147255,-119.904747,7037612,Almond,2021,PV,single-axis,180.0,60.0,,19.9
260,Kings,36.252657,-119.726922,CA,36.414932,-119.553612,26233,Dover Dairy,2022,PV,single-axis,180.0,,,1.1
261,Kings,36.252657,-119.726922,CA,36.270557,-119.518143,48925,Lone Oak,2023,PV,single-axis,180.0,,,2.9
262,Kings,36.252657,-119.726922,CA,36.103794,-119.567276,3703,Corcoran,2014,PV,single-axis,180.0,30.0,,1.1
263,Kings,36.252657,-119.726922,CA,36.26749,-119.631439,43683,Danell Bros Inc,2021,PV,single-axis,180.0,0.0,,2.6
264,Kings,36.252657,-119.726922,CA,36.17585,-119.560783,90799,"Canal Energy S23, LLC",2021,PV,single-axis,180.0,52.0,,4.1
265,Kings,36.252657,-119.726922,CA,36.169018,-119.8992,9106113,Solar Blue,2023,PV,fixed-tilt,180.0,0.0,batteries,250.0
266,Kings,36.252657,-119.726922,CA,36.24897,-119.581383,138339,River Ranch Dairy,2024,PV,single-axis,180.0,0.0,,4.0
267,Lassen,40.393749,-120.584467,CA,40.372528,-120.261635,175752,HL Solar,2019,PV,single-axis,180.0,,,7.6
268,Lassen,40.393749,-120.584467,CA,40.150249,-120.123512,65811,PSREC/SIAD Solar,2018,PV,single-axis,0.0,0.0,,2.4
269,Los Angeles,34.067886,-118.24599,CA,34.709404,-118.304771,606208,"TA-High Desert, LLC",2013,PV,single-axis,0.0,0.0,,20.0
270,Los Angeles,34.067886,-118.24599,CA,34.708588,-118.274109,42700,Horn,2013,PV,single-axis,45.0,0.0,,1.5
271,Los Angeles,34.067886,-118.24599,CA,34.665581,-118.288132,37444,Radiance Solar 4,2013,PV,fixed-tilt,200.0,25.0,,1.5
272,Los Angeles,34.067886,-118.24599,CA,34.618626,-117.939522,49148,SEPV 1,2012,PV,single-axis,90.0,,,2.0
273,Los Angeles,34.067886,-118.24599,CA,34.655113,-118.051147,57613,Arrache 4006,2013,PV,single-axis,112.0,0.0,,2.0
274,Los Angeles,34.067886,-118.24599,CA,34.654388,-117.971146,31867,Heliocentric,2012,PV,fixed-tilt,180.0,30.0,,1.3
275,Los Angeles,34.067886,-118.24599,CA,34.65062,-118.051933,46327,Arrache 4013,2013,PV,single-axis,45.0,0.0,,1.5
276,Los Angeles,34.067886,-118.24599,CA,34.647942,-118.061073,126849,Arrache 8083,2013,PV,single-axis,45.0,0.0,,4.0
277,Los Angeles,34.067886,-118.24599,CA,34.64378,-118.162132,105083,Rutan,2014,PV,single-axis,135.0,0.0,,4.0
278,Los Angeles,34.067886,-118.24599,CA,34.669018,-118.061157,45524,Vinam,2013,PV,single-axis,45.0,0.0,,1.5
279,Los Angeles,34.067886,-118.24599,CA,34.695129,-118.062576,20640,Ma,2013,PV,single-axis,180.0,0.0,,1.5
280,Los Angeles,34.067886,-118.24599,CA,34.654385,-117.973259,32453,L-8 Solar Project,2012,PV,fixed-tilt,180.0,30.0,,1.3
281,Los Angeles,34.067886,-118.24599,CA,34.128029,-118.20668,6990,Occidental College Solar Project,2013,PV,fixed-tilt,220.0,25.0,,1.0
282,Los Angeles,34.067886,-118.24599,CA,34.664955,-118.28685,18210,Radiance Solar 5,2013,PV,fixed-tilt,200.0,25.0,,1.5
283,Los Angeles,34.067886,-118.24599,CA,34.320267,-118.430824,21755,Maclay Solar Project,2017,PV,fixed-tilt,180.0,10.0,,2.2
284,Los Angeles,34.067886,-118.24599,CA,34.122639,-117.939377,43064,"Irwindale Brew Yard, LLC",2015,PV,single-axis,28.0,28.0,,2.5
285,Los Angeles,34.067886,-118.24599,CA,34.780018,-118.427361,5544553,AV Solar Ranch One,2014,PV,fixed-tilt,180.0,25.0,,241.5
286,Los Angeles,34.067886,-118.24599,CA,34.61227,-117.939583,309763,SEPV Palmdale East,2015,PV,single-axis,90.0,,,10.0
287,Los Angeles,34.067886,-118.24599,CA,34.716572,-118.291832,108960,Lancaster Dry Farm Ranch B,2014,PV,single-axis,90.0,,,5.0
288,Los Angeles,34.067886,-118.24599,CA,34.723656,-118.293793,51106,Summer Solar A2,2014,PV,fixed-tilt,193.0,25.0,,1.5
289,Los Angeles,34.067886,-118.24599,CA,34.728798,-118.296379,199780,Summer North Solar,2014,PV,fixed-tilt,193.0,25.0,,6.5
290,Los Angeles,34.067886,-118.24599,CA,34.727222,-118.313873,504272,Western Antelope Blue Sky B,2016,PV,single-axis,90.0,,,20.0
291,Los Angeles,34.067886,-118.24599,CA,34.726624,-118.302391,793259,Elevation Solar C,2016,PV,single-axis,90.0,,,40.0
292,Los Angeles,34.067886,-118.24599,CA,34.698238,-118.337646,429006,Sierra Solar Greenworks,2015,PV,fixed-tilt,193.0,25.0,,20.0
293,Los Angeles,34.067886,-118.24599,CA,34.689781,-118.328484,656136,"TA-Acacia, LLC",2014,PV,single-axis,180.0,60.0,,19.7
294,Los Angeles,34.067886,-118.24599,CA,34.725449,-118.308754,198609,Western Antelope Dry Ranch,2016,PV,single-axis,90.0,,,10.0
295,Los Angeles,34.067886,-118.24599,CA,34.613609,-117.936188,70344,SEPV 18,2016,PV,single-axis,90.0,,,2.0
296,Los Angeles,34.067886,-118.24599,CA,34.696331,-118.062523,21088,Lancaster Baptist Church,2011,PV,single-axis,180.0,20.0,,1.0
297,Los Angeles,34.067886,-118.24599,CA,34.712864,-118.290512,47905,Rodeo Solar C2,2014,PV,fixed-tilt,193.0,25.0,,1.5
298,Los Angeles,34.067886,-118.24599,CA,34.711914,-118.291985,24851,Rodeo Solar D2,2014,PV,fixed-tilt,193.0,25.0,,1.5
299,Los Angeles,34.067886,-118.24599,CA,34.701057,-118.124893,16000,Kettering Solar 1,2014,PV,fixed-tilt,180.0,5.0,,1.0
300,Los Angeles,34.067886,-118.24599,CA,34.708935,-118.129738,23011,Division 2,2014,PV,fixed-tilt,180.0,5.0,,1.0
301,Los Angeles,34.067886,-118.24599,CA,34.721409,-118.311249,239257,North Lancaster Ranch,2016,PV,fixed-tilt,180.0,25.0,,20.0
302,Los Angeles,34.067886,-118.24599,CA,34.600018,-117.949059,98912,Little Rock Pham Solar,2015,PV,single-axis,180.0,15.0,,3.0
303,Los Angeles,34.067886,-118.24599,CA,34.77906,-118.191078,70076,Lancaster WAD B,2017,PV,single-axis,90.0,,,3.0
304,Los Angeles,34.067886,-118.24599,CA,34.708324,-118.12854,20052,Division 1,2014,PV,fixed-tilt,180.0,15.0,,1.5
305,Los Angeles,34.067886,-118.24599,CA,34.70187,-118.124825,10176,Kettering Solar 2,2014,PV,fixed-tilt,180.0,15.0,,1.0
306,Los Angeles,34.067886,-118.24599,CA,34.132313,-118.699524,18662,Las Virgenes Municipal Water District,2014,PV,single-axis,117.0,0.0,,1.0
307,Los Angeles,34.067886,-118.24599,CA,34.603161,-117.93663,125497,Lancaster Little Rock,2014,PV,fixed-tilt,180.0,25.0,,5.0
308,Los Angeles,34.067886,-118.24599,CA,34.662403,-118.084671,43976,Morgan Lancaster 1,2015,PV,dual-axis,180.0,,,1.5
309,Los Angeles,34.067886,-118.24599,CA,34.648952,-118.083046,575854,"Solar Oasis, LLC",2016,PV,single-axis,90.0,45.0,,20.0
310,Los Angeles,34.067886,-118.24599,CA,34.720638,-118.30101,234134,Central Antelope Dry Ranch C,2016,PV,fixed-tilt,180.0,25.0,,20.0
311,Los Angeles,34.067886,-118.24599,CA,34.727486,-118.322372,371794,Antelope Expansion 3A,2021,PV,single-axis,0.0,0.0,,15.0
312,Los Angeles,34.067886,-118.24599,CA,34.686844,-118.311935,137482,Antelope DSR 2,2016,PV,single-axis,90.0,,,5.0
313,Los Angeles,34.067886,-118.24599,CA,34.666023,-118.304291,429854,"Bayshore Solar A, LLC",2017,PV,single-axis,90.0,,,20.0
314,Los Angeles,34.067886,-118.24599,CA,34.714779,-118.274269,270767,"Portal Ridge Solar C, LLC",2017,PV,single-axis,90.0,,,11.4
315,Los Angeles,34.067886,-118.24599,CA,34.714916,-118.311317,518882,"Summer Solar, LLC",2016,PV,single-axis,90.0,,,20.0
316,Los Angeles,34.067886,-118.24599,CA,34.657696,-118.29789,1683703,Solverde 1,2016,PV,single-axis,90.0,,,85.0
317,Los Angeles,34.067886,-118.24599,CA,34.692616,-118.286331,477112,Antelope Big Sky Ranch,2016,PV,single-axis,90.0,,,20.0
318,Los Angeles,34.067886,-118.24599,CA,34.677616,-118.303925,399589,"Bayshore Solar B, LLC",2017,PV,single-axis,90.0,,,20.0
319,Los Angeles,34.067886,-118.24599,CA,34.716511,-118.282249,386327,"Portal Ridge Solar B, LLC",2017,PV,single-axis,90.0,,,20.0
320,Los Angeles,34.067886,-118.24599,CA,34.661602,-118.086906,53177,US-TOPCO (Soccer Center),2016,PV,fixed-tilt,180.0,20.0,,3.0
321,Los Angeles,34.067886,-118.24599,CA,34.433868,-118.510719,64706,Castaic Lake Phase II,2014,PV,single-axis,90.0,60.0,,3.5
322,Los Angeles,34.067886,-118.24599,CA,34.511414,-117.916664,167691,"Solar Star California, XLIV, LLC",2016,PV,single-axis,0.0,0.0,,9.5
323,Los Angeles,34.067886,-118.24599,CA,34.597252,-117.931221,76700,Green Beanworks C PV,2018,PV,single-axis,180.0,,,3.0
324,Los Angeles,34.067886,-118.24599,CA,34.655128,-118.082253,69654,Green Beanworks D PV,2018,PV,single-axis,180.0,0.0,,3.0
325,Los Angeles,34.067886,-118.24599,CA,34.743519,-117.972923,74404,Lancaster,2018,PV,single-axis,180.0,20.0,,3.0
326,Los Angeles,34.067886,-118.24599,CA,34.747749,-117.973129,62822,AVS Lancaster 1,2016,PV,fixed-tilt,180.0,20.0,,3.7
327,Los Angeles,34.067886,-118.24599,CA,34.688091,-117.989693,61562,Green Beanworks B PV,2018,PV,single-axis,180.0,,,3.0
328,Los Angeles,34.067886,-118.24599,CA,34.615601,-117.936615,68898,One Ten Partners PV,2017,PV,single-axis,0.0,0.0,,2.0
329,Los Angeles,34.067886,-118.24599,CA,34.108093,-117.784386,20750,Weymouth Solar Plant,2016,PV,single-axis,90.0,,,3.0
330,Los Angeles,34.067886,-118.24599,CA,34.723698,-118.280312,1528489,San Pablo Raceway,2019,PV,single-axis,0.0,0.0,,100.0
331,Los Angeles,34.067886,-118.24599,CA,34.737,-118.304024,435161,Antelope DSR 3,2019,PV,single-axis,0.0,0.0,,20.0
332,Los Angeles,34.067886,-118.24599,CA,34.705692,-118.301453,56759,"Central Antelope Dry Ranch B, LLC",2017,PV,single-axis,90.0,,,3.0
333,Los Angeles,34.067886,-118.24599,CA,34.654957,-118.281021,1024252,Antelope DSR 1,2016,PV,single-axis,90.0,,,50.0
334,Los Angeles,34.067886,-118.24599,CA,34.68111,-118.319023,375766,"Bayshore Solar C, LLC",2017,PV,single-axis,90.0,,,20.0
335,Los Angeles,34.067886,-118.24599,CA,34.742062,-118.302513,2173602,Antelope Expansion 2,2018,PV,single-axis,180.0,0.0,,105.0
336,Los Angeles,34.067886,-118.24599,CA,34.131489,-118.701241,55226,Las Virgenes,2020,PV,single-axis,90.0,52.0,,3.0
337,Los Angeles,34.067886,-118.24599,CA,34.56443,-117.692719,50943,Bolthouse S&P and Rowen Farms Solar,2008,PV,single-axis,180.0,15.0,,1.2
338,Los Angeles,34.067886,-118.24599,CA,34.794643,-118.511269,1379960,Alpine Solar,2013,PV,fixed-tilt,180.0,25.0,,66.0
339,Los Angeles,34.067886,-118.24599,CA,34.81847,-118.397118,5820079,Solar Star 1,2015,PV,single-axis,0.0,0.0,,314.4
340,Los Angeles,34.067886,-118.24599,CA,34.730919,-118.13755,46805,SEPV Sierra,2020,PV,fixed-tilt,180.0,,batteries,3.0
341,Los Angeles,34.067886,-118.24599,CA,34.693768,-118.23407,86791,CSP Los Angeles,2022,PV,dual-axis,180.0,,,2.3
342,Los Angeles,34.067886,-118.24599,CA,34.714966,-118.258827,372911,Antelope Expansion 1B,2016,PV,single-axis,0.0,0.0,,17.0
343,Los Angeles,34.067886,-118.24599,CA,34.688389,-118.317001,667475,Western Antelope Blue Sky Ranch A,2014,PV,single-axis,90.0,,,20.0
344,Los Angeles,34.067886,-118.24599,CA,34.723625,-118.290665,31235,Summer Solar D2,2014,PV,fixed-tilt,193.0,25.0,,1.0
345,Los Angeles,34.067886,-118.24599,CA,34.723648,-118.291641,26576,Summer Solar C2,2014,PV,fixed-tilt,193.0,25.0,,1.5
346,Los Angeles,34.067886,-118.24599,CA,34.723644,-118.292511,25466,Summer Solar B2,2014,PV,fixed-tilt,193.0,25.0,,1.5
347,Los Angeles,34.067886,-118.24599,CA,34.720169,-118.322227,118157,Antelope Expansion 3B,2022,PV,single-axis,0.0,0.0,,5.0
348,Los Angeles,34.067886,-118.24599,CA,34.809135,-118.319283,755063,Estrella Solar & Storage,2023,PV,single-axis,180.0,52.0,batteries,56.0
349,Los Angeles,34.067886,-118.24599,CA,34.043526,-118.154037,19871,ELACC Photovoltaic Power Facility,2008,PV,fixed-tilt,180.0,2.0,,1.0
350,Los Angeles,34.067886,-118.24599,CA,33.747356,-118.276772,12006,Pacific Cruise Ship Terminals Berth 93,2010,PV,fixed-tilt,211.0,5.0,,1.0
351,Los Angeles,34.067886,-118.24599,CA,34.05785,-118.228928,20342,Metro Support Services Center Solar,2005,PV,fixed-tilt,180.0,5.0,,1.2
352,Los Angeles,34.067886,-118.24599,CA,33.783176,-118.285294,32798,Los Angeles Harbor College,2010,PV,fixed-tilt,180.0,2.0,,1.2
353,Los Angeles,34.067886,-118.24599,CA,33.881756,-118.017471,22739,"Staples La Mirada, CA",2009,PV,single-axis,180.0,20.0,,1.1
354,Los Angeles,34.067886,-118.24599,CA,33.913303,-118.054352,23657,Golden Springs Building C-1,2012,PV,fixed-tilt,180.0,10.0,,1.2
355,Los Angeles,34.067886,-118.24599,CA,33.911953,-118.052368,22227,Golden Springs Building D,2012,PV,fixed-tilt,180.0,10.0,,1.3
356,Los Angeles,34.067886,-118.24599,CA,33.921524,-118.123322,12520,ISH Solar Hospital Downey,2011,PV,fixed-tilt,0.0,10.0,,1.1
357,Los Angeles,34.067886,-118.24599,CA,34.00922,-117.844955,29024,Industry MetroLink PV 1,2012,PV,fixed-tilt,223.0,5.0,,1.5
358,Los Angeles,34.067886,-118.24599,CA,34.026726,-118.223846,18513,2555 E Olympic Bl,2012,PV,fixed-tilt,170.0,15.0,,1.0
359,Los Angeles,34.067886,-118.24599,CA,34.18552,-118.582375,32581,Pierce College,2013,PV,single-axis,180.0,2.0,,1.9
360,Los Angeles,34.067886,-118.24599,CA,34.244072,-118.477745,67448,VA Sepulveda Ambulatory Care Center,2014,PV,single-axis,180.0,10.0,,4.4
361,Los Angeles,34.067886,-118.24599,CA,34.075493,-118.360794,24788,CBS Television City,2013,PV,single-axis,270.0,5.0,,1.6
362,Los Angeles,34.067886,-118.24599,CA,33.910866,-118.048897,31458,Santa Fe Springs Rooftop Solar BLDG M,2015,PV,fixed-tilt,180.0,10.0,,1.8
363,Los Angeles,34.067886,-118.24599,CA,33.910694,-118.044373,36895,Santa Fe Springs Rooftop Solar BLDG H,2015,PV,fixed-tilt,180.0,10.0,,1.5
364,Los Angeles,34.067886,-118.24599,CA,34.0737,-118.195099,47428,"Forever 21 Retail, Inc.",2015,PV,fixed-tilt,190.0,30.0,,1.3
365,Los Angeles,34.067886,-118.24599,CA,33.792492,-118.252625,19507,Colon PV,2015,PV,fixed-tilt,190.0,30.0,,1.3
366,Los Angeles,34.067886,-118.24599,CA,33.913956,-118.048706,21674,Building F,2016,PV,fixed-tilt,180.0,10.0,,1.3
367,Los Angeles,34.067886,-118.24599,CA,33.912449,-118.048721,20615,Building G,2016,PV,fixed-tilt,180.0,10.0,,1.2
368,Los Angeles,34.067886,-118.24599,CA,33.912537,-118.041878,14896,Buidling L,2016,PV,fixed-tilt,180.0,10.0,,1.0
369,Los Angeles,34.067886,-118.24599,CA,33.890976,-118.036934,36304,Freeway Springs,2016,PV,fixed-tilt,180.0,10.0,,2.0
370,Los Angeles,34.067886,-118.24599,CA,33.766045,-118.28537,38327,Westmont 300B,2016,PV,fixed-tilt,190.0,30.0,,3.0
371,Los Angeles,34.067886,-118.24599,CA,33.766052,-118.288895,30101,Westmont 300A,2017,PV,fixed-tilt,180.0,10.0,,2.9
372,Los Angeles,34.067886,-118.24599,CA,33.976734,-118.258621,120925,USPS PV,2017,PV,fixed-tilt,225.0,10.0,,7.4
373,Los Angeles,34.067886,-118.24599,CA,33.727936,-118.280045,13139,Port of LA Solar FiT Project,2015,PV,fixed-tilt,168.0,10.0,,1.1
374,Los Angeles,34.067886,-118.24599,CA,33.764172,-118.288162,20491,Westmont 400A,2017,PV,fixed-tilt,180.0,10.0,,2.3
375,Los Angeles,34.067886,-118.24599,CA,33.764179,-118.285706,24993,Westmont 400B,2017,PV,fixed-tilt,180.0,10.0,,2.2
376,Los Angeles,34.067886,-118.24599,CA,33.762886,-118.286575,18326,Westmont 301,2017,PV,fixed-tilt,190.0,30.0,,1.8
377,Los Angeles,34.067886,-118.24599,CA,33.762169,-118.288361,30887,Westmont 401,2017,PV,fixed-tilt,190.0,30.0,,2.9
378,Los Angeles,34.067886,-118.24599,CA,33.787338,-118.117737,39010,CSU Long Beach Lots 7 & 14,2017,PV,fixed-tilt,180.0,10.0,,4.5
379,Los Angeles,34.067886,-118.24599,CA,34.277584,-118.429237,4106,"CFW Solar X, LLC - Vaughn",2018,PV,single-axis,180.0,10.0,,1.6
380,Los Angeles,34.067886,-118.24599,CA,34.022827,-117.850845,10813,Walnut Unified School District Walnut HS Hybrid,2020,PV,single-axis,260.0,5.0,batteries,1.8
381,Los Angeles,34.067886,-118.24599,CA,34.04911,-118.173073,15843,Lafayette 2 - Internal Services Dept,2020,PV,single-axis,225.0,5.0,,1.9
382,Los Angeles,34.067886,-118.24599,CA,33.922531,-118.240036,11266,Lafayette 2 - MLK Jr. Hospital (MLK),2020,PV,fixed-tilt,180.0,10.0,,1.7
383,Los Angeles,34.067886,-118.24599,CA,34.012989,-118.241943,12632,Dedeaux,2019,PV,single-axis,180.0,15.0,,0.9
384,Los Angeles,34.067886,-118.24599,CA,34.015583,-118.193611,42200,Big Bear,2020,PV,fixed-tilt,180.0,7.0,,5.5
385,Los Angeles,34.067886,-118.24599,CA,33.749683,-118.275993,7557,Catalina Express,2020,PV,single-axis,180.0,5.0,,1.0
386,Los Angeles,34.067886,-118.24599,CA,33.718967,-118.275208,7253,Marina South,2020,PV,single-axis,180.0,5.0,,1.0
