usps,fips,county,latitude,longitude,geocode
GA,13169,Jones County,33.021664,-83.562196,djuef7
GA,13171,Lamar County,33.07444,-84.146689,djuhjj
GA,13173,Lanier County,31.038197,-83.063164,djsbtf
GA,13175,Laurens County,32.39322,-82.926317,djv02c
GA,13177,Lee County,31.818419,-84.146681,djsjj0
GA,13179,Liberty County,31.807458,-81.457871,djwhfq
GA,13181,Lincoln County,33.792151,-82.448299,dnj25z
GA,13183,Long County,31.749563,-81.74287,djtueg
GA,13185,Lowndes County,30.833145,-83.268995,djkz3j
GA,13187,Lumpkin County,34.56814,-83.998925,dnhk8s
GA,13189,McDuffie County,33.479623,-82.478733,djvq7n
GA,13191,McIntosh County,31.488506,-81.372289,djw5hk
GA,13193,Macon County,32.362686,-84.051231,dju0p7
GA,13195,Madison County,34.128526,-83.203737,dnhf4s
GA,13197,Marion County,32.359312,-84.528735,djgbhd
GA,13199,Meriwether County,33.029267,-84.667058,djggck
GA,13201,Miller County,31.162931,-84.730398,dje9rc
GA,13205,Mitchell County,31.228997,-84.192038,djs1sj
GA,13207,Monroe County,33.017435,-83.922938,dju7f6
GA,13209,Montgomery County,32.172108,-82.533349,djtr1b
GA,13211,Morgan County,33.598696,-83.499435,djux5u
GA,13213,Murray County,34.797097,-84.73799,dn5tzw
GA,13215,Muscogee County,32.510197,-84.874946,djg8uw
GA,13217,Newton County,33.544041,-83.855184,djuqgf
GA,13219,Oconee County,33.834125,-83.437728,dnh8mr
GA,13221,Oglethorpe County,33.866806,-83.074081,dnhbtt
GA,13223,Paulding County,33.92103,-84.867169,dn58uz
GA,13225,Peach County,32.571324,-83.831978,dju3k3
GA,13227,Pickens County,34.456746,-84.490351,dn5uj2
GA,13229,Pierce County,31.353998,-82.21037,djtd37
GA,13231,Pike County,33.081224,-84.389848,djgupw
GA,13233,Polk County,33.996015,-85.188338,dn53mk
GA,13235,Pulaski County,32.238803,-83.481845,djsxkk
GA,13237,Putnam County,33.32106,-83.37179,djutwc
GA,13239,Quitman County,31.862938,-85.004798,djet38
GA,13241,Rabun County,34.883934,-83.40487,dnhwqn
GA,13243,Randolph County,31.762651,-84.752311,djesxq
GA,13245,Richmond County,33.361486,-82.074998,djvtu3
GA,13247,Rockdale County,33.652081,-84.02637,djupry
GA,13249,Schley County,32.263444,-84.322708,djsp91
GA,13251,Screven County,32.744751,-81.617585,djvfq9
GA,13253,Seminole County,30.93396,-84.867685,dj7xuz
GA,13255,Spalding County,33.262348,-84.284905,djuj4p
GA,13257,Stephens County,34.552914,-83.290216,dnhu8d
GA,13259,Stewart County,32.073225,-84.834912,djewmw
GA,13261,Sumter County,32.042266,-84.204294,djsn7c
GA,13263,Talbot County,32.704603,-84.530029,djgfh3
GA,13265,Taliaferro County,33.559319,-82.875272,djvnfj
GA,13267,Tattnall County,32.043768,-82.059208,djtwk9
GA,13269,Taylor County,32.554667,-84.251426,dju14y
GA,13271,Telfair County,31.913641,-82.931063,djtj8c
GA,13273,Terrell County,31.777191,-84.439446,djeuy8
GA,13275,Thomas County,30.864619,-83.919815,djkrd6
GA,13277,Tift County,31.457003,-83.525931,djsdgq
GA,13279,Toombs County,32.117812,-82.330626,djtqww
GA,13281,Towns County,34.902529,-83.732264,dnhqw9
GA,13283,Treutlen County,32.409586,-82.570882,djv235
GA,13285,Troup County,33.034482,-85.02836,djgecj
GA,13287,Turner County,31.7248,-83.620319,djss3p
GA,13289,Twiggs County,32.665847,-83.425879,dju9vd
GA,13291,Union County,34.833333,-83.989257,dnhq0v
GA,13293,Upson County,32.881837,-84.292283,dju51c
GA,13295,Walker County,34.735802,-85.305456,dn5mdg
GA,13297,Walton County,33.783887,-83.731829,dnh2nw
GA,13299,Ware County,31.050881,-82.421507,djt2sk
GA,13301,Warren County,33.419169,-82.688012,djvnn7
GA,13303,Washington County,32.971843,-82.798112,djv5ef
GA,13305,Wayne County,31.547845,-81.912376,djtg2p
GA,13307,Webster County,32.046691,-84.553828,djey7c
GA,13309,Wheeler County,32.105258,-82.733849,djtntk
GA,13311,White County,34.643776,-83.743417,dnhmn6
GA,13313,Whitfield County,34.801726,-84.968541,dn5tfr
GA,13315,Wilcox County,31.96272,-83.438259,djstv6
GA,13317,Wilkes County,33.779031,-82.747921,dnj0jj
GA,13319,Wilkinson County,32.804266,-83.175512,djufe7
GA,13321,Worth County,31.551773,-83.84996,djs77z
HI,15001,Hawaii County,19.597764,-155.502443,8e3rmr
HI,15003,Honolulu County,21.580023,-158.123406,87zdcb
HI,15005,Kalawao County,21.218764,-156.97401,8eb2ey
HI,15007,Kauai County,22.012038,-159.705965,87ymjz
HI,15009,Maui County,20.855931,-156.60155,8e8wsk
ID,16001,Ada County,43.451477,-116.244376,9rtr4y
ID,16003,Adams County,44.877004,-116.461624,9rvpmc
ID,16005,Bannock County,42.692921,-112.228982,9x84yh
ID,16007,Bear Lake County,42.285892,-111.327517,9x8bd9
ID,16009,Benewah County,47.218451,-116.633541,c2mh9g
ID,16011,Bingham County,43.216357,-112.399206,9x8jf7
ID,16013,Blaine County,43.394192,-113.955371,9rwyyg
ID,16015,Boise County,43.987275,-115.71511,9rvdnz
ID,16017,Bonner County,48.316796,-116.612364,c2t4f7
ID,16019,Bonneville County,43.395171,-111.621878,9x8wgg
ID,16021,Boundary County,48.773131,-116.524668,c2tjkq
ID,16023,Butte County,43.685101,-113.177631,9rz888
ID,16025,Camas County,43.502552,-114.772135,9rwrkr
ID,16027,Canyon County,43.625796,-116.709058,9rv00j
ID,16029,Caribou County,42.786072,-111.544273,9x8ems
ID,16031,Cassia County,42.282313,-113.626328,9rx0w3
ID,16033,Clark County,44.290218,-112.354613,9xb5gq
ID,16035,Clearwater County,46.67257,-115.6535,c2mc80
ID,16037,Custer County,44.273351,-114.252267,9rygb5
ID,16039,Elmore County,43.394698,-115.471205,9rtyu7
ID,16041,Franklin County,42.173609,-111.822965,9x2rzm
ID,16043,Fremont County,44.218091,-111.484429,9xbex1
ID,16045,Gem County,44.061473,-116.398784,9rv4xm
ID,16047,Gooding County,42.973185,-114.82142,9rwk7p
ID,16049,Idaho County,45.849644,-115.467337,c2juu6
ID,16051,Jefferson County,43.796965,-112.318588,9xb1hh
ID,16053,Jerome County,42.691395,-114.262086,9rwdzg
ID,16055,Kootenai County,47.675966,-116.695922,c2mp0x
ID,16057,Latah County,46.81892,-116.730974,c2kfre
ID,16059,Lemhi County,44.928506,-113.887042,9rzp86
ID,16061,Lewis County,46.236328,-116.42376,c2jpn9
ID,16063,Lincoln County,42.986181,-114.153899,9rwud3
ID,16065,Madison County,43.788614,-111.656993,9xb955
ID,16067,Minidoka County,42.857211,-113.63984,9rx5y1
ID,16069,Nez Perce County,46.333791,-116.760909,c2hzx4
ID,16071,Oneida County,42.183895,-112.520449,9rrzzx
ID,16073,Owyhee County,42.572851,-116.18969,9rt6hn
ID,16075,Payette County,44.00243,-116.750238,9rufr6
ID,16077,Power County,42.694126,-112.844407,9rxfbh
ID,16079,Shoshone County,47.347694,-115.885092,c2mt6g
ID,16081,Teton County,43.760994,-111.211765,9xbbvq
ID,16083,Twin Falls County,42.352309,-114.665639,9rw2yw
ID,16085,Valley County,44.85596,-115.618061,9rvz1j
ID,16087,Washington County,44.448223,-116.797792,9ruuy5
IL,17001,Adams County,39.986052,-91.194961,9zp5kz
IL,17003,Alexander County,37.183658,-89.349516,dn87wc
IL,17005,Bond County,38.885924,-89.436592,dnbmhy
IL,17007,Boone County,42.318983,-88.824295,dp8bdz
IL,17009,Brown County,39.962069,-90.750309,9zp7qf
IL,17011,Bureau County,41.401304,-89.528377,dp27d8
IL,17013,Calhoun County,39.164262,-90.666295,9yzwbc
IL,17015,Carroll County,42.0709,-89.924189,dp2p3d
IL,17017,Cass County,39.969202,-90.245704,9zpg6k
IL,17019,Champaign County,40.138985,-88.196975,dp1k35
IL,17021,Christian County,39.545524,-89.279593,dp08br
IL,17023,Clark County,39.332334,-87.791683,dncxf2
IL,17025,Clay County,38.746819,-88.482325,dnch6t
IL,17027,Clinton County,38.606295,-89.426228,dnb7th
IL,17029,Coles County,39.51368,-88.220782,dp12b3
IL,17031,Cook County,41.894294,-87.645455,dp3wmd
IL,17033,Crawford County,39.002787,-87.760619,dnctfu
IL,17035,Cumberland County,39.273121,-88.240619,dncr2j
IL,17037,DeKalb County,41.894612,-88.768991,dp2yk4
IL,17039,De Witt County,40.181499,-88.901853,dp0u8f
IL,17041,Douglas County,39.766078,-88.222866,dp160r
IL,17043,DuPage County,41.852058,-88.086039,dp3q5d
IL,17045,Edgar County,39.679037,-87.74711,dp19er
IL,17047,Edwards County,38.417095,-88.047941,dnc6s3
IL,17049,Effingham County,39.047945,-88.592849,dncn0h
IL,17051,Fayette County,39.001125,-89.017923,dnbty7
IL,17053,Ford County,40.596539,-88.224588,dp1qbq
IL,17055,Franklin County,37.991852,-88.926321,dnbb0k
IL,17057,Fulton County,40.46524,-90.202269,9zpy5q
IL,17059,Gallatin County,37.768677,-88.227964,dn9qb7
IL,17061,Greene County,39.355439,-90.387682,9yzxzh
IL,17063,Grundy County,41.29241,-88.401054,dp34um
IL,17065,Hamilton County,38.085227,-88.539009,dnc09j
IL,17067,Hancock County,40.401318,-91.168801,9zpjv6
IL,17069,Hardin County,37.517852,-88.266148,dn9jrm
IL,17071,Henderson County,40.814471,-90.941246,9zr24w
IL,17073,Henry County,41.350021,-90.130838,9zrgjp
IL,17075,Iroquois County,40.748867,-87.833601,dp1xc6
IL,17077,Jackson County,37.786096,-89.381212,dn8qyn
IL,17079,Jasper County,39.004874,-88.150763,dncmfh
IL,17081,Jefferson County,38.30078,-88.92421,dnbcbk
IL,17083,Jersey County,39.080195,-90.361385,9yzwrf
IL,17085,Jo Daviess County,42.362391,-90.21147,9zxbgp
IL,17087,Johnson County,37.460709,-88.882131,dn8v17
IL,17089,Kane County,41.939594,-88.42804,dp3nef
IL,17091,Kankakee County,41.13951,-87.861117,dp3d09
IL,17093,Kendall County,41.58814,-88.430626,dp3hed
IL,17095,Knox County,40.930945,-90.213792,9zrbg5
IL,17097,Lake County,42.326441,-87.435976,dp9bf3
IL,17099,LaSalle County,41.343341,-88.885931,dp2g1q
IL,17101,Lawrence County,38.718954,-87.730221,dncs78
IL,17103,Lee County,41.747447,-89.299362,dp2mrz
IL,17105,Livingston County,40.894376,-88.552852,dp308u
IL,17107,Logan County,40.129277,-89.365309,dp0kq3
IL,17109,McDonough County,40.455808,-90.678954,9zpw0s
IL,17111,McHenry County,42.324298,-88.452245,dp90g0
IL,17113,McLean County,40.494559,-88.844539,dp0y67
IL,17115,Macon County,39.860237,-88.961529,dp0dz8
IL,17117,Macoupin County,39.265914,-89.92633,dnbp3s
IL,17119,Madison County,38.82712,-89.900227,dnbhfk
IL,17121,Marion County,38.648236,-88.920362,dnbgbe
IL,17123,Marshall County,41.031119,-89.342371,dp23qv
IL,17125,Mason County,40.236993,-89.913575,dp0hcu
IL,17127,Massac County,37.216119,-88.705658,dn8gtq
IL,17129,Menard County,40.022569,-89.794133,dp05st
IL,17131,Mercer County,41.205605,-90.74177,9zr6rj
IL,17133,Monroe County,38.277983,-90.179078,9yzcgb
IL,17135,Montgomery County,39.228068,-89.478141,dnbr5v
IL,17137,Morgan County,39.717668,-90.205005,9zpcgq
IL,17139,Moultrie County,39.636896,-88.625726,dp0crr
IL,17141,Ogle County,42.041884,-89.320176,dp2rpm
IL,17143,Peoria County,40.785972,-89.766993,dp20j2
IL,17145,Perry County,38.084381,-89.368525,dnb2wm
IL,17147,Piatt County,40.009033,-88.592355,dp1585
IL,17149,Pike County,39.625106,-90.889034,9zp37v
IL,17151,Pope County,37.417169,-88.542374,dn9hc5
IL,17153,Pulaski County,37.215615,-89.127755,dn8eey
IL,17155,Putnam County,41.198961,-89.298347,dp26ru
IL,17157,Randolph County,38.056515,-89.82121,dnb0kp
IL,17159,Richland County,38.712187,-88.085452,dnck5x
IL,17161,Rock Island County,41.468421,-90.572125,9zrefv
IL,17163,St. Clair County,38.470198,-89.928546,dnb4ce
IL,17165,Saline County,37.751508,-88.545024,dn9nc0
IL,17167,Sangamon County,39.756867,-89.662425,dp04pt
IL,17169,Schuyler County,40.156905,-90.613464,9zps6n
IL,17171,Scott County,39.637002,-90.477771,9zp9mp
IL,17173,Shelby County,39.384926,-88.798862,dp0b53
IL,17175,Stark County,41.096908,-89.797411,dp21u9
IL,17177,Stephenson County,42.349726,-89.665994,dp80zt
IL,17179,Tazewell County,40.508074,-89.51626,dp0q7n
IL,17181,Union County,37.485652,-89.244639,dn8t30
IL,17183,Vermilion County,40.186754,-87.726778,dp1see
IL,17185,Wabash County,38.445821,-87.839167,dncd9n
IL,17187,Warren County,40.850441,-90.620223,9zr83u
IL,17189,Washington County,38.35314,-89.417187,dnb6jm
IL,17191,Wayne County,38.431857,-88.43243,dnc4es
IL,17193,White County,38.087326,-88.178623,dnc29m
IL,17195,Whiteside County,41.750673,-89.911005,dp2jd0
IL,17197,Will County,41.448474,-87.978456,dp37y1
IL,17199,Williamson County,37.730353,-88.930018,dn8y8k
IL,17201,Winnebago County,42.337396,-89.161205,dp88g5
IL,17203,Woodford County,40.789787,-89.210587,dp281c
IN,18001,Adams County,40.745733,-84.93613,dp5xg1
IN,18003,Allen County,41.091909,-85.071791,dp79b0
IN,18005,Bartholomew County,39.205843,-85.897999,dnfzj3
IN,18007,Benton County,40.600939,-87.314786,dp1yvp
IN,18009,Blackford County,40.472672,-85.32373,dp5q4r
IN,18011,Boone County,40.050892,-86.469014,dp4eb7
IN,18013,Brown County,39.195113,-86.230121,dnfwvz
IN,18015,Carroll County,40.58498,-86.565141,dp4qyh
IN,18017,Cass County,40.753799,-86.355168,dp4xfg
IN,18019,Clark County,38.476217,-85.711122,dng4cs
IN,18021,Clay County,39.393928,-87.115858,dp401e
IN,18023,Clinton County,40.305944,-86.477567,dp4t21
IN,18025,Crawford County,38.289433,-86.440871,dnf9bf
IN,18027,Daviess County,38.69609,-87.076943,dnfh4s
IN,18029,Dearborn County,39.14832,-84.973498,dngwdq
IN,18031,Decatur County,39.30598,-85.499831,dngpw7
IN,18033,DeKalb County,41.401189,-85.000185,dp7e9b
IN,18035,Delaware County,40.227543,-85.399262,dp5kbe
IN,18037,Dubois County,38.373344,-86.873385,dnf4r1
IN,18039,Elkhart County,41.600693,-85.863986,dp6uwj
IN,18041,Fayette County,39.639655,-85.185032,dp53t8
IN,18043,Floyd County,38.318081,-85.911847,dnfcvp
IN,18045,Fountain County,40.121237,-87.234872,dp1unz
IN,18047,Franklin County,39.409762,-85.066964,dp580q
IN,18049,Fulton County,41.050384,-86.265006,dp69sb
IN,18051,Gibson County,38.317398,-87.580523,dnc9zp
IN,18053,Grant County,40.515758,-85.654946,dp5n6z
IN,18055,Greene County,39.047147,-87.004771,dnfnhh
IN,18057,Hamilton County,40.053507,-86.021713,dp4gfe
IN,18059,Hancock County,39.822529,-85.77315,dp5481
IN,18061,Harrison County,38.186454,-86.103766,dnfc0x
IN,18063,Hendricks County,39.768963,-86.509908,dp46pr
IN,18065,Henry County,39.929591,-85.397363,dp570s
IN,18067,Howard County,40.483537,-86.114118,dp4y23
IN,18069,Huntington County,40.826394,-85.478597,dp70qb
IN,18071,Jackson County,38.911957,-86.042516,dnfv65
IN,18073,Jasper County,41.017688,-87.118814,dp613e
IN,18075,Jay County,40.434956,-85.002331,dp5w18
IN,18077,Jefferson County,38.783604,-85.44009,dnghxu
IN,18079,Jennings County,38.996229,-85.628103,dngjg7
IN,18081,Johnson County,39.496092,-86.094264,dp4b8y
IN,18083,Knox County,38.688391,-87.420354,dncu4e
IN,18085,Kosciusko County,41.244293,-85.861575,dp6fwh
IN,18087,LaGrange County,41.642462,-85.427845,dp7kbh
IN,18089,Lake County,41.472247,-87.374337,dp3ggt
IN,18091,LaPorte County,41.549013,-86.744739,dp6k65
IN,18093,Lawrence County,38.839815,-86.48782,dnfkzy
IN,18095,Madison County,40.166203,-85.722454,dp5h92
IN,18097,Marion County,39.782976,-86.135794,dp4drf
IN,18099,Marshall County,41.325003,-86.269036,dp6ehf
IN,18101,Martin County,38.705322,-86.801847,dnfk0y
IN,18103,Miami County,40.772883,-86.044258,dp4zfn
IN,18105,Monroe County,39.160729,-86.52331,dnfqz0
IN,18107,Montgomery County,40.040296,-86.892715,dp45y9
IN,18109,Morgan County,39.482646,-86.447457,dp488g
IN,18111,Newton County,40.962399,-87.402172,dp3c50
IN,18113,Noble County,41.404679,-85.417271,dp7783
IN,18115,Ohio County,38.940527,-84.964299,dngtd8
IN,18117,Orange County,38.547381,-86.489257,dnf7rc
IN,18119,Owen County,39.317339,-86.838845,dnfpxv
IN,18121,Parke County,39.77425,-87.19695,dp1frb
IN,18123,Perry County,38.081436,-86.62654,dnf2su
IN,18125,Pike County,38.397961,-87.232547,dncfqy
IN,18127,Porter County,41.509914,-87.071313,dp6h4s
IN,18129,Posey County,38.027614,-87.868653,dnc826
IN,18131,Pulaski County,41.045272,-86.692538,dp63e2
IN,18133,Putnam County,39.665548,-86.853373,dp41xs
IN,18135,Randolph County,40.164079,-85.00579,dp5s3x
IN,18137,Ripley County,39.100226,-85.260494,dngq7v
IN,18139,Rush County,39.622379,-85.466446,dp51rj
IN,18141,St. Joseph County,41.617723,-86.288048,dp6su2
IN,18143,Scott County,38.679431,-85.751898,dngh09
IN,18145,Shelby County,39.524135,-85.792174,dp4bzg
IN,18147,Spencer County,38.009697,-87.010375,dnf0hp
IN,18149,Starke County,41.284478,-86.644636,dp66u7
IN,18151,Steuben County,41.643467,-85.002405,dp7scs
IN,18153,Sullivan County,39.089225,-87.415843,dncy6g
IN,18155,Switzerland County,38.825854,-85.029681,dngsch
IN,18157,Tippecanoe County,40.389133,-86.893554,dp4jy8
IN,18159,Tipton County,40.310229,-86.056207,dp4v3d
IN,18161,Union County,39.623111,-84.925152,dp597m
IN,18163,Vanderburgh County,38.02007,-87.586166,dnc8qc
IN,18165,Vermillion County,39.854045,-87.462071,dp1f9z
IN,18167,Vigo County,39.429143,-87.390375,dp1b73
IN,18169,Wabash County,40.843747,-85.795192,dp6bre
IN,18171,Warren County,40.352658,-87.375847,dp1ve9
IN,18173,Warrick County,38.097728,-87.272049,dncbwp
IN,18175,Washington County,38.600613,-86.104751,dnfg8e
IN,18177,Wayne County,39.863091,-85.006735,dp5dc8
IN,18179,Wells County,40.735273,-85.212974,dp5rsz
IN,18181,White County,40.75095,-86.864293,dp4pz6
IN,18183,Whitley County,41.136426,-85.501892,dp74n2
IA,19001,Adair County,41.328528,-94.478164,9zkg45
IA,19003,Adams County,41.021656,-94.696906,9zk9m5
IA,19005,Allamakee County,43.274964,-91.382751,9zxn0t
IA,19007,Appanoose County,40.744296,-92.873061,9zjzy9
IA,19009,Audubon County,41.679178,-94.904312,9zkt07
IA,19011,Benton County,42.092547,-92.05763,9zqx3n
IA,19013,Black Hawk County,42.471132,-92.3076,9zw3e7
IA,19015,Boone County,42.038642,-93.938358,9zmpnk
IA,19017,Bremer County,42.780895,-92.327356,9zw77h
IA,19019,Buchanan County,42.470328,-91.838666,9zw9w5
IA,19021,Buena Vista County,42.741522,-95.141432,9zs75h
IA,19023,Butler County,42.734757,-92.780153,9zw50e
IA,19025,Calhoun County,42.38617,-94.643683,9zs9nk
IA,19027,Carroll County,42.039492,-94.867647,9zkx1j
IA,19029,Cass County,41.333824,-94.933302,9zk7ps
IA,19031,Cedar County,41.77236,-91.132611,9zrjwh
IA,19033,Cerro Gordo County,43.074975,-93.250965,9zttn1
IA,19035,Cherokee County,42.742737,-95.633262,9zegpv
IA,19037,Chickasaw County,43.059741,-92.31721,9zwkgq
IA,19039,Clarke County,41.029191,-93.784096,9zm33v
IA,19041,Clay County,43.081224,-95.149875,9zsm4f
IA,19043,Clayton County,42.840985,-91.323576,9zx59y
IA,19045,Clinton County,41.898073,-90.534243,9zrw7g
IA,19047,Crawford County,42.043119,-95.38909,9zkpjm
IA,19049,Dallas County,41.68532,-94.040706,9zmjhh
IA,19051,Davis County,40.748089,-92.410345,9znrc1
IA,19053,Decatur County,40.736379,-93.78458,9zjr9z
IA,19055,Delaware County,42.472937,-91.366767,9zx18g
IA,19057,Des Moines County,40.915339,-91.186925,9zr0ub
IA,19059,Dickinson County,43.389611,-95.196057,9zsqcf
IA,19061,Dubuque County,42.463481,-90.878771,9zx3s4
IA,19063,Emmet County,43.377984,-94.66937,9zswv8
IA,19065,Fayette County,42.864122,-91.840376,9zwey5
IA,19067,Floyd County,43.052741,-92.787367,9zwhbt
IA,19069,Franklin County,42.736545,-93.271415,9zteje
IA,19071,Fremont County,40.74259,-95.599182,9zhpb8
IA,19073,Greene County,42.042494,-94.388703,9zkzhj
IA,19075,Grundy County,42.403339,-92.790244,9zw10x
IA,19077,Guthrie County,41.683573,-94.501272,9zkv1s
IA,19079,Hamilton County,42.390768,-93.709198,9zt35t
IA,19081,Hancock County,43.075411,-93.743697,9ztm4c
IA,19083,Hardin County,42.390208,-93.241669,9zt9nh
IA,19085,Harrison County,41.688584,-95.827149,9z7v5m
IA,19087,Henry County,40.984802,-91.547259,9zqchv
IA,19089,Howard County,43.365312,-92.321908,9zwqen
IA,19091,Humboldt County,42.782221,-94.202775,9zt52k
IA,19093,Ida County,42.39186,-95.507421,9zs14t
IA,19095,Iowa County,41.683918,-92.059123,9zqt1h
IA,19097,Jackson County,42.164226,-90.574582,9zrxfg
IA,19099,Jasper County,41.685551,-93.054147,9zmv4s
IA,19101,Jefferson County,41.005888,-91.966634,9zq970
IA,19103,Johnson County,41.670668,-91.590529,9zqv5c
IA,19105,Jones County,42.125118,-91.116914,9zrpws
IA,19107,Keokuk County,41.331182,-92.167721,9zq7ns
IA,19109,Kossuth County,43.212478,-94.213983,9ztjb4
IA,19111,Lee County,40.647588,-91.477157,9znznr
IA,19113,Linn County,42.077951,-91.597674,9zqz7s
IA,19115,Louisa County,41.218211,-91.256994,9zr47r
IA,19117,Lucas County,41.033344,-93.331467,9zm9kj
IA,19119,Lyon County,43.38358,-96.207201,9zewfc
IA,19121,Madison County,41.330622,-94.015184,9zm5hs
IA,19123,Mahaska County,41.330797,-92.636366,9zq5hh
IA,19125,Marion County,41.331455,-93.093849,9zmg1s
IA,19127,Marshall County,42.041691,-92.981452,9zmzhj
IA,19129,Mills County,41.033703,-95.619101,9zk12j
IA,19131,Mitchell County,43.348564,-92.784466,9zwn8e
IA,19133,Monona County,42.049432,-95.956566,9z7z0q
IA,19135,Monroe County,41.028847,-92.869642,9zmcqt
IA,19137,Montgomery County,41.021735,-95.15779,9zk36e
IA,19139,Muscatine County,41.483776,-91.118699,9zr5yx
IA,19141,O'Brien County,43.083746,-95.625624,9zevpg
IA,19143,Osceola County,43.378542,-95.633788,9zeyzb
IA,19145,Page County,40.73909,-95.14429,9zhrfb
IA,19147,Palo Alto County,43.075337,-94.669055,9zstjc
IA,19149,Plymouth County,42.737585,-96.215864,9zee4s
IA,19151,Pocahontas County,42.734033,-94.678279,9zseje
IA,19153,Polk County,41.684816,-93.568971,9zmmnu
IA,19155,Pottawattamie County,41.340184,-95.544905,9zk51v
IA,19157,Poweshiek County,41.684526,-92.522882,9zqjns
IA,19159,Ringgold County,40.735334,-94.244251,9zhzxr
IA,19161,Sac County,42.387526,-95.105224,9zs35u
IA,19163,Scott County,41.642079,-90.622289,9zrscu
IA,19165,Shelby County,41.679014,-95.308917,9zkjp5
IA,19167,Sioux County,43.082646,-96.17801,9zet56
IA,19169,Story County,42.037538,-93.466093,9zmx1h
IA,19171,Tama County,42.074848,-92.529411,9zqpq7
IA,19173,Taylor County,40.737949,-94.697108,9zhxv0
IA,19175,Union County,41.02855,-94.245091,9zkcrm
IA,19177,Van Buren County,40.754117,-91.952943,9znxge
IA,19179,Wapello County,41.031275,-92.409466,9zq33j
IA,19181,Warren County,41.332446,-93.568751,9zm7nu
IA,19183,Washington County,41.329401,-91.725052,9zqg0e
IA,19185,Wayne County,40.739983,-93.332613,9zjxu0
IA,19187,Webster County,42.433579,-94.175831,9zt12u
IA,19189,Winnebago County,43.378124,-93.743488,9ztqfb
IA,19191,Winneshiek County,43.292989,-91.850788,9zwwmc
IA,19193,Woodbury County,42.39322,-96.053296,9ze9nm
IA,19195,Worth County,43.373491,-93.248533,9ztwwp
IA,19197,Wright County,42.733007,-93.734735,9zt755
KS,20001,Allen County,37.884228,-95.300945,9yspx2
KS,20003,Anderson County,38.215114,-95.292046,9yu1rs
KS,20005,Atchison County,39.532544,-95.313397,9zh0zh
KS,20007,Barber County,37.222906,-98.685052,9y9gf2
KS,20009,Barton County,38.481239,-98.767837,9ycfbm
KS,20011,Bourbon County,37.8561,-94.850928,9ysx3e
KS,20013,Brown County,39.825931,-95.569905,9zh496
KS,20015,Butler County,37.773649,-96.83884,9yenuk
KS,20017,Chase County,38.299475,-96.594029,9yg3cu
KS,20019,Chautauqua County,37.154259,-96.245396,9yee3g
KS,20021,Cherokee County,37.169392,-94.845698,9yse3w
KS,20023,Cheyenne County,39.789917,-101.727325,9xpdm5
KS,20025,Clark County,37.233831,-99.813869,9y95bd
KS,20027,Clay County,39.344964,-97.168853,9yfzuf
KS,20029,Cloud County,39.487329,-97.64139,9z48dh
KS,20031,Coffey County,38.23645,-95.729137,9ygct8
KS,20033,Comanche County,37.181442,-99.251293,9y97t2
KS,20035,Cowley County,37.234507,-96.837247,9ye5u6
KS,20037,Crawford County,37.505821,-94.853897,9yst3e
KS,20039,Decatur County,39.783542,-100.459708,9z0d3f
KS,20041,Dickinson County,38.867735,-97.157943,9yfvj5
KS,20043,Doniphan County,39.788502,-95.147225,9zh66g
KS,20045,Douglas County,38.896417,-95.290947,9yujr8
KS,20047,Edwards County,37.883595,-99.304746,9y9rs2
KS,20049,Elk County,37.456026,-96.244642,9yet1f
KS,20051,Ellis County,38.914597,-99.317313,9ycm7u
KS,20053,Ellsworth County,38.700845,-98.205355,9yfhjm
KS,20055,Finney County,38.049808,-100.739967,9yb27w
KS,20057,Ford County,37.688416,-99.884748,9y8yrh
KS,20059,Franklin County,38.558019,-95.278962,9yu5rg
KS,20061,Geary County,39.002139,-96.7681,9ygjvu
KS,20063,Gove County,38.917239,-100.48736,9ybt3k
KS,20065,Graham County,39.354972,-99.879894,9ybzzh
KS,20067,Grant County,37.547537,-101.299362,9wxvwg
KS,20069,Gray County,37.744513,-100.451716,9y8wdp
KS,20071,Greeley County,38.480404,-101.80597,9wzdgm
KS,20073,Greenwood County,37.879347,-96.241732,9yex3z
KS,20075,Hamilton County,37.995244,-101.793689,9wz85s
KS,20077,Harper County,37.188184,-98.06659,9yd783
KS,20079,Harvey County,38.050144,-97.436706,9yf8qy
KS,20081,Haskell County,37.554979,-100.879952,9y8m8k
KS,20083,Hodgeman County,38.087493,-99.898407,9ybbwv
KS,20085,Jackson County,39.411145,-95.794485,9z5bhn
KS,20087,Jefferson County,39.239644,-95.375314,9yupjx
KS,20089,Jewell County,39.777002,-98.222618,9z44kc
KS,20091,Johnson County,38.883907,-94.82233,9yut4q
KS,20093,Kearny County,37.994461,-101.308136,9wzbns
KS,20095,Kingman County,37.552951,-98.144529,9ydjws
KS,20097,Kiowa County,37.561231,-99.286539,9y9mst
KS,20099,Labette County,37.191468,-95.297473,9ys5x6
KS,20101,Lane County,38.481286,-100.466185,9ybdcv
KS,20103,Leavenworth County,39.189511,-95.038977,9yuqvq
KS,20105,Lincoln County,39.04728,-98.214284,9yfnjh
KS,20107,Linn County,38.216549,-94.844932,9yu93v
KS,20109,Logan County,38.91327,-101.157402,9ybj65
KS,20111,Lyon County,38.455403,-96.161641,9ygdgb
KS,20113,McPherson County,38.395812,-97.647489,9yfd3v
KS,20115,Marion County,38.359647,-97.102771,9yffnr
